variable,raw_mean,winsorized_mean,raw_std,winsorized_std,raw_min,winsorized_min,raw_max,winsorized_max
lev,0.44202019474785925,0.4310584404772637,0.9522765126928372,0.22338981480729275,-0.19469801544188978,0.0319951131278404,178.34547318229835,1.0
sl,0.3440780834822451,0.33550161108826354,0.7565837268603245,0.18666379936867303,-0.19469801544188978,0.0,148.63346925801707,1.0
ll,0.09019644538198891,0.0871893363590158,0.3473961540061473,0.10611712570672434,-0.09333862729340305,0.0,61.05604850652303,1.0
sdr,0.8115662670724861,0.8121263771935749,0.18522953311493312,0.1835512924501936,0.0,0.0,1.2174646187468021,1.0
cash,0.04497826832198229,0.0449462795631266,0.09405549197500475,0.09373512330287656,-0.00017892464886487368,0.0,0.8450379455768922,0.8450379455768922
sloan,0.10144568332441958,0.0997036057929129,0.22997557252737075,0.10348183188480427,0.0,0.0,38.2936974890856,1.0
lloan,0.06257931468638699,0.0627860798779051,0.08581145689856942,0.08553158985870553,0.0,0.0,0.8459697921785474,0.8459697921785474
hhi5_approx,4.090695927764205e-06,4.1655676266408936e-06,6.252655252935508e-06,6.412711315141311e-06,2.25e-14,1.1395562500000001e-08,6.5593801e-05,6.5593801e-05
