年份,行业代码,行业名称,指标,均值,样本量
2023,E,建筑业,TE（净资产，元）,32674368764.337345,102
2023,K,房地产业,SLoan（短期借款比率）,0.08712075052044779,59
2023,K,房地产业,LLoan（长期借款比率）,0.09939283928415112,60
2023,K,房地产业,Lev（总负债率）,0.5271532753338259,74
2023,K,房地产业,Cash（现金比率）,0.04171523311534884,35
2023,K,房地产业,TA（总资产，元）,42818807124.05,74
2023,K,房地产业,TE（净资产，元）,15207223771.748081,73
2023,F,批发零售,SLoan（短期借款比率）,0.102272715108196,101
2023,F,批发零售,LLoan（长期借款比率）,0.11638526466360825,84
2023,F,批发零售,Lev（总负债率）,0.46157538843241114,136
2023,F,批发零售,Cash（现金比率）,0.0694244847233149,80
2023,F,批发零售,TA（总资产，元）,35280537769.43698,136
2023,F,批发零售,TE（净资产，元）,13780976300.399113,135
2023,J,金融业,SLoan（短期借款比率）,0.03551791780445867,59
2023,J,金融业,LLoan（长期借款比率）,0.1183859124872552,54
2023,J,金融业,Lev（总负债率）,0.7216815622987816,113
2023,J,金融业,Cash（现金比率）,0.14016478319357173,87
2023,J,金融业,TA（总资产，元）,478769576095.9302,113
2023,J,金融业,TE（净资产，元）,53259655392.59266,113
